City,Category,Business name,Owner / contact,Phone,Email,Website,Instagram / Facebook,Google rating,Review count,Biggest gap,Source,Best channel,Status,Last contact,Next action,Address,Maps link
Birmingham,opticians,Eye 2 Eye Optical Centre,,0121 777 2521,,,,3.3,43,No website,Google Places,,New,,,"814 Stratford Rd, Springfield, Birmingham B11 4BS, UK",https://maps.google.com/?cid=964639960710393775&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
Birmingham,kitchen fitters,Kitchen Factory,,0121 326 8008,,,,2.8,45,No website,Google Places,,New,,,"Kitchen Factory, 435-439 Tyburn Rd, Birmingham B24 8HJ, UK",https://maps.google.com/?cid=8459864452029950169&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
Birmingham,personal trainers,DHM Coaching,,07801 209997,,,,5,46,No website,Google Places,,New,,,"Broad St, Birmingham B15 1AY, UK",https://maps.google.com/?cid=2882491405870842933&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
Birmingham,opticians,Eyespec,,0121 772 1526,,,,4.9,47,No website,Google Places,,New,,,"340 Coventry Rd, Small Heath, Birmingham B10 0XE, UK",https://maps.google.com/?cid=9241795932297302621&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
Birmingham,driving schools,SH DRIVING INSTRUCTOR,,07493 280217,,,,5,49,No website,Google Places,,New,,,"33 Inverclyde Rd, Birmingham B20 2LE, UK",https://maps.google.com/?cid=3607691155893458549&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
Birmingham,driving schools,Taz's driving school,,07708 229428,,,,5,50,No website,Google Places,,New,,,"35 Algernon Rd, Birmingham B16 0HU, UK",https://maps.google.com/?cid=917546283052387787&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
Birmingham,accountants,Akber & Co Accountants,,0121 440 7862,,,,5,51,No website,Google Places,,New,,,"451 Moseley Rd, Balsall Heath, Birmingham B12 9BX, UK",https://maps.google.com/?cid=7589561647480644650&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
Bristol,driving schools,Sallo driving school,,07460 416113,,,,4.9,52,No website,Google Places,,New,,,"13 Dove St, Bristol BS2 8LE, UK",https://maps.google.com/?cid=8412268821007412853&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
Birmingham,kitchen fitters,Oaktree Kitchens Ltd,,0121 327 9229,,,,4.9,53,No website,Google Places,,New,,,"313 Alum Rock Rd, Alum Rock, Birmingham B8 3BJ, UK",https://maps.google.com/?cid=15377742461939224596&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
Birmingham,electricians,Birmingham Electrical Co,,0121 366 6988,,,,4.7,53,No website,Google Places,,New,,,"43 Booths Ln, Birmingham B42 2RG, UK",https://maps.google.com/?cid=7479752176064992793&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
Bristol,hair salons,Ashleigh Smith Hair,,07581 383442,,,,5,54,No website,Google Places,,New,,,"16 Alma Vale Rd, Clifton, Bristol BS8 2HY, UK",https://maps.google.com/?cid=762525130211312988&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
Bristol,solicitors,Immigration Lawyer Services,,0117 463 3131,,,,4.9,54,No website,Google Places,,New,,,"96 Bedminster Parade, Bristol BS3 4HL, UK",https://maps.google.com/?cid=13167306634681241530&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
Bristol,mortgage brokers,Mortgage Advice Bureau,,07990 044315,,,,5,55,No website,Google Places,,New,,,"167 North St, Bedminster, Bristol BS3 1JQ, UK",https://maps.google.com/?cid=15989312637338252967&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
Birmingham,cafes,Lina Coffee,,07919 081139,,,,4.5,56,No website,Google Places,,New,,,"Unit 25 Martineau Way, Birmingham B2 4UB, UK",https://maps.google.com/?cid=14256089535945805681&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
Birmingham,gyms,Muscle Factory Birmingham,,0121 551 5456,,,,4.6,61,No website,Google Places,,New,,,"Unit 7 Roland Rd, Handsworth, Birmingham B19 1RS, UK",https://maps.google.com/?cid=5732344346096018804&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
Birmingham,solicitors,Allison Wells solicitors,,0121 667 7112,,,,4.8,61,No website,Google Places,,New,,,"91 Allison St, Birmingham B5 5TH, UK",https://maps.google.com/?cid=13668671257251957748&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
Birmingham,aesthetic clinics,thesk.ntech,,07376 676551,,,,5,66,No website,Google Places,,New,,,"38 Meriden St, Birmingham B5 5LS, UK",https://maps.google.com/?cid=3947117014467882118&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
Birmingham,kitchen fitters,Elegant kitchens and bedrooms,,07402 089649,,,,4.6,68,No website,Google Places,,New,,,"110 Garrison Ln, Birmingham B9 4BS, UK",https://maps.google.com/?cid=7104786932918625039&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
Birmingham,cafes,Daily Edition,,(205) 527-8007,,,,4.9,70,No website,Google Places,,New,,,"186 Oxmoor Rd Suite 116, Homewood, AL 35209, USA",https://maps.google.com/?cid=3817812247810580892&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
Birmingham,kitchen fitters,PURE-WAL BEDROOMS & KITCHENS LTD,,07936 121557,,,,5,74,No website,Google Places,,New,,,"154 Grafton Rd, Birmingham, Oldbury B68 8BL, UK",https://maps.google.com/?cid=9600633188995927220&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
Bristol,driving schools,Andrew’s Driving Instruction,,07884 063150,,,,4.8,78,No website,Google Places,,New,,,"6 Bradwell Grove, Southmead, Bristol BS10 5QA, UK",https://maps.google.com/?cid=8162204671535098343&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
Birmingham,electricians,tantech Electricals Birmingham Westmidland,,07386 775618,,,,4.9,90,No website,Google Places,,New,,,"386 Shaftmoor Ln, Birmingham B28 8SY, UK",https://maps.google.com/?cid=11820597824968605821&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
Birmingham,gyms,Premium Fitness Birmingham,,07309 686946,,,,3.8,92,No website,Google Places,,New,,,"50 Montgomery St, Sparkbrook, Birmingham B11 1DU, UK",https://maps.google.com/?cid=13595044529956817358&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
Birmingham,driving schools,A&G DRIVING SCHOOL BIRMINGHAM,,07588 797289,,,,5,93,No website,Google Places,,New,,,"51 Craythorne Ave, Birmingham B20 1LP, UK",https://maps.google.com/?cid=11076790425015795290&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
Birmingham,bathroom fitters,Soak and Splash Bathrooms,,07828 489933,,,,4.9,102,No website,Google Places,,New,,,"700 Alum Rock Rd, Birmingham B8 3NU, UK",https://maps.google.com/?cid=3909750367428805585&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
Birmingham,kitchen fitters,CMS Kitchens & Bedrooms,,0121 783 4777,,,,4.3,106,No website,Google Places,,New,,,"200 Bordesley Grn, Birmingham B9 4SU, UK",https://maps.google.com/?cid=18272098924425368723&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
Bristol,cafes,Clubhaus Harbourside,,07949 596846,,,,4.8,108,No website,Google Places,,New,,,"Workout Harbourside, Floating, Harbour, Welsh Back, Bristol BS1 4SB, UK",https://maps.google.com/?cid=5651667725790709129&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
Birmingham,solicitors,Hanif & Company Solicitors,,0121 771 3399,,,,4.6,112,No website,Google Places,,New,,,"393 Coventry Rd, Small Heath, Birmingham B10 0SP, UK",https://maps.google.com/?cid=4525210692922160202&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
Bristol,beauty salons,OmBré Hair & Beauty,,07455 324570,,,,4.5,120,No website,Google Places,,New,,,"2 Arnside Rd, Southmead, Bristol BS10 6AT, UK",https://maps.google.com/?cid=4202520814591585722&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
Bristol,hair salons,Styling Station,,(423) 764-3838,,,,4.9,120,No website,Google Places,,New,,,"1272 Volunteer Pkwy #2, Bristol, TN 37620, USA",https://maps.google.com/?cid=2606148844023061203&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
Birmingham,driving schools,Waq’s Driving School | Driving Instructor Birmingham,,07888 199438,,,,5,121,No website,Google Places,,New,,,"Ward End Park Rd, Birmingham B8 3PH, UK",https://maps.google.com/?cid=10506196751802685161&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
Bristol,hair salons,The Glamz,,07480 566863,,,,4.9,122,No website,Google Places,,New,,,"435 Gloucester Rd, Bristol BS7 8TZ, UK",https://maps.google.com/?cid=12379594241667437252&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
Birmingham,builders,Shinka Builders Ltd,,0121 328 8232,,,,4.1,125,No website,Google Places,,New,,,"253-257 Washwood Heath Rd, Saltley, Birmingham B8 1RL, UK",https://maps.google.com/?cid=10646842147433664135&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
Birmingham,driving schools,Option L Driving School,,07870 827830,,,,4.9,134,No website,Google Places,,New,,,"Fox Hollies Rd, Birmingham B28 9DN, UK",https://maps.google.com/?cid=10942983837439110188&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
Bristol,cafes,Bad Squirrel Cafe,,0117 403 4130,,,,4.8,135,No website,Google Places,,New,,,"19 Cotham Rd S, Bristol BS6 5TZ, UK",https://maps.google.com/?cid=15472401637425056651&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
Bristol,vets,Rowe Veterinary Referrals,,01454 521000,,,,4.8,144,No website,Google Places,,New,,,"Ferndene, Bradley Stoke, Bristol BS32 9DT, UK",https://maps.google.com/?cid=3532423896274339173&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
Birmingham,driving schools,Attractive Driving School,,07815 719276,,,,5,146,No website,Google Places,,New,,,"82 Yardley Green Rd, Birmingham B9 5QD, UK",https://maps.google.com/?cid=17940985479282163097&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
Bristol,hair salons,Blow Me Hairdressing,,0117 329 2529,,,,4.8,166,No website,Google Places,,New,,,"20-22 Passage St, Bristol BS2 0JF, UK",https://maps.google.com/?cid=2707454940672902537&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
Birmingham,aesthetic clinics,Arshia aesthetics clinic,,07401 461375,,,,5,167,No website,Google Places,,New,,,"288 Rookery Rd, Handsworth, Birmingham B21 9QG, UK",https://maps.google.com/?cid=14299495104819668848&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
Birmingham,solicitors,K A Solicitors,,0121 356 9863,,,,5,169,No website,Google Places,,New,,,"80 Caroline St, Birmingham B3 1UP, UK",https://maps.google.com/?cid=7218981675798298699&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
Birmingham,driving schools,L.S.M. Driving School,,07876 471040,,,,5,171,No website,Google Places,,New,,,"32 Hamstead Hill, Handsworth Wood, Birmingham B20 1DL, UK",https://maps.google.com/?cid=4760930414150076147&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
Birmingham,mortgage brokers,XMORTGAGE LTD,,07774 800600,,,,5,172,No website,Google Places,,New,,,"Xmortgage Ltd, Grosvenor House, 11 St Paul's Square, Birmingham B3 1RB, UK",https://maps.google.com/?cid=16744018631482876418&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
Birmingham,opticians,Maginnis Opticians Marston Green,,0121 779 4242,,,,4.9,187,No website,Google Places,,New,,,"32A Holly Ln, Marston Green, Birmingham B37 7AE, UK",https://maps.google.com/?cid=16312204433898370700&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
Birmingham,opticians,Maginnis Opticians Stirchley,,0121 458 2920,,,,5,189,No website,Google Places,,New,,,"1379 Pershore Rd, Stirchley, Birmingham B30 2JR, UK",https://maps.google.com/?cid=712503291988717988&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
Birmingham,driving schools,Dr L Test Driving School,,07977 916496,,,,4.9,193,No website,Google Places,,New,,,"150 New St, Birmingham B2 4PA, UK",https://maps.google.com/?cid=6286712298779634894&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
Birmingham,cafes,Hylton Cafe,,0121 554 7005,,,,4.7,203,No website,Google Places,,New,,,"2 Hylton St, Birmingham B18 6HN, UK",https://maps.google.com/?cid=717672877557868846&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
Birmingham,driving schools,Your Local Driving Instructor,,07877 959362,,,,5,241,No website,Google Places,,New,,,"Castle Vale, Birmingham B35 6BJ, UK",https://maps.google.com/?cid=12427621192976742360&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
Bristol,cafes,The Crepe & Coffee Cabin,,07428 008044,,,,4.6,242,No website,Google Places,,New,,,"Prince St, Bristol BS1 4QA, UK",https://maps.google.com/?cid=2030765345792911250&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
Birmingham,cleaning companies,Cleaning Direct Birmingham,,07973 835409,,,,4.9,277,No website,Google Places,,New,,,"19-20 Bristol Rd, Birmingham B5 7TT, UK",https://maps.google.com/?cid=16106358876407542650&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
Birmingham,beauty salons,Shelly's Hair & Beauty Birmingham,,0121 753 2532,,,,4.6,283,No website,Google Places,,New,,,"146 Stratford Rd, Sparkbrook, Birmingham B11 1AG, UK",https://maps.google.com/?cid=3364408698487529912&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
Birmingham,aesthetic clinics,The Clinic Room,,0330 822 2186,,,,4.2,302,No website,Google Places,,New,,,"214c Hagley Rd, Birmingham B16 9PH, UK",https://maps.google.com/?cid=9607238873333989753&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
Birmingham,cafes,FILTER-Coffee Parlor,,(205) 202-6422,,,,4.7,390,No website,Google Places,,New,,,"1927 11th Ave S, Birmingham, AL 35205, USA",https://maps.google.com/?cid=959961633597474485&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
Birmingham,gyms,ARMOR GYM,,(205) 201-4384,,,,4.9,545,No website,Google Places,,New,,,"7001 Crestwood Blvd, Birmingham, AL 35210, USA",https://maps.google.com/?cid=5658326582016163266&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
Birmingham,cafes,Cafephilia,,0121 628 8300,,,,4.4,626,No website,Google Places,,New,,,"138 Alcester Rd, Birmingham B13 8EE, UK",https://maps.google.com/?cid=2602866783920690981&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
Birmingham,dentists,Solanki Dental Practice,,0121 440 1668,,,,4.7,726,No website,Google Places,,New,,,"115 Ladypool Rd, Balsall Heath, Birmingham B12 8LH, UK",https://maps.google.com/?cid=683152738356699513&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
Bristol,vets,Langford Vets Small Animal Referral Hospital,,0117 394 0513,,,,4.8,769,No website,Google Places,,New,,,"Langford Small Animal Referral Hospital, Langford House, Langford, Bristol BS40 5DU, UK",https://maps.google.com/?cid=590271243935174774&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
Bristol,cafes,Brunel's Buttery,,0117 929 1696,,,,4.3,850,No website,Google Places,,New,,,"Museum St, Bristol BS1 6UD, UK",https://maps.google.com/?cid=6690270909239363856&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
Birmingham,cleaning companies,Classy Dry Cleaning & Laundry Company,,0121 455 7100,,,,4.9,1071,No website,Google Places,,New,,,"201 Hagley Rd, Birmingham B16 9RE, UK",https://maps.google.com/?cid=3172076085914883506&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
Bristol,builders,SM Build,,07765 250326,,http://www.smbuild.co.uk/,,,,No reviews,Google Places,,New,,,"52 Bower Rd, Bristol BS3 2LW, UK",https://maps.google.com/?cid=16602095628731011447&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
Bristol,roofers,Bristol roofs,,07788 364623,bristolroofs@outlook.com,https://bristolroofs.uk/,,,,No reviews,Google Places,,New,,,"29 Coombe Ln, Bristol BS9 2AF, UK",https://maps.google.com/?cid=4545046749084194295&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
Bristol,roofers,BRISTOL & DISTRICT ROOFING LTD,,0117 254 1032,support@hvacexperts.com,https://hvacexpertsservices.us/,,,,No reviews,Google Places,,New,,,"17 Woodside Rd, Brislington, Bristol BS4 4DW, UK",https://maps.google.com/?cid=18140987260570418210&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
Bristol,landscapers,Mackinnon Landscaping & Gardening,,07943 915173,,https://mackinnonlandscapingandgardeni.godaddysites.com/,,,,No reviews,Google Places,,New,,,"17 Hanbury Rd, Clifton, Bristol BS8 2EP, UK",https://maps.google.com/?cid=2814262293147603335&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
Bristol,plumbers,Flow Sure Plumbers,,0117 427 0824,info@plumbersinbristol.co.uk,https://www.plumbersinbristol.co.uk/,,,,No reviews,Google Places,,New,,,"11, Winstone Court, St Michael's Hill, Bristol BS2 8DX, UK",https://maps.google.com/?cid=13689766603447262819&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
Bristol,driveway and paving,South West Driveways & Roofing,,0117 905 1147,tradepricebristol@gmail.com,http://southwest-driveways-roofing.co.uk/,,,,No reviews,Google Places,,New,,,"115 Goodhind St, St Jude's, Bristol BS5 0UQ, UK",https://maps.google.com/?cid=3534755815209828632&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
Bristol,driveway and paving,Bristol Paving Contractors,,0117 427 0131,,http://bristolpavingcontractors.co.uk/,,,,No reviews,Google Places,,New,,,"Temple Quay, 1 Friary, Redcliffe, Bristol BS1 6EA, UK",https://maps.google.com/?cid=14525891913606735754&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
Bristol,driveway and paving,Bristol Block Driveways,,0117 325 0093,,https://bristolblockdriveways.co.uk/,,,,No reviews,Google Places,,New,,,"unit 1, 56-58 North St, Southville, Bristol BS3 1HJ, UK",https://maps.google.com/?cid=7703896844721442847&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
Bristol,driveway and paving,Driveway and Patio Specialists,,0800 191 0063,gloucestershire@drivewayandpatiospecialists.co.uk,https://www.drivewayandpatiospecialists.co.uk/contact/,,,,No reviews,Google Places,,New,,,"28 W Town Rd, Shirehampton, Bristol BS11 9NQ, UK",https://maps.google.com/?cid=15575245219669227669&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
Bristol,driveway and paving,E.Gj Driveways LTD,,07828 687151,,http://egjdrivewaysltd.com/,,,,No reviews,Google Places,,New,,,"4 Marling Rd, Bristol BS5 7LP, UK",https://maps.google.com/?cid=11130551955479374661&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
Bristol,personal trainers,ProBody Fitness,,07453 283921,hello@apexsupplements.co.uk,http://www.probodyfitness.co.uk/,,,,No reviews,Google Places,,New,,,"Unit LS4A & LS4B, The Gym, Quakers Friars, Broadmead, Bristol BS1 3BU, UK",https://maps.google.com/?cid=3418070522314274333&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
Bristol,mortgage brokers,The Bristol Mortgage Broker,,0117 476 9100,,https://thebristolmortgagebroker.com/,,,,No reviews,Google Places,,New,,,"Suite D, 16 Whiteladies Rd, Clifton, Bristol BS8 2LG, UK",https://maps.google.com/?cid=4017778815863320565&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
Bristol,vets,MiNightVet Bristol,,01275 832410,,https://www.cvsvets.com/south-west/minightvet-bristol?utm_source=google&utm_medium=Yext,,,,No reviews,Google Places,,New,,,"615 Wells Rd, Bristol BS14 9BE, UK",https://maps.google.com/?cid=11885867626917880629&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
Bristol,driving schools,Top pass marks driving school,,07967 713166,,https://toppassmarks.freeindex.co.uk/,,,,No reviews,Google Places,,New,,,"Crossfield Rd, Bristol BS16 4SJ, UK",https://maps.google.com/?cid=6186265559930100369&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
Bristol,cleaning companies,Maid2clean Bristol Ltd,,0800 043 0233,,https://www.maid2clean.co.uk/domestic-cleaning/bristol/,,,,No reviews,Google Places,,New,,,"11 Robel Ave, Frampton Cotterell, Bristol BS36 2BY, UK",https://maps.google.com/?cid=14288394707372599487&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
Bristol,cleaning companies,The Clean Space,,0870 423 3559,,https://thecleanspace.com/commercial-cleaning-locations/bristol/,,,,No reviews,Google Places,,New,,,"33 Colston Ave, Bristol BS1 4UA, UK",https://maps.google.com/?cid=8857788540627880212&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
Birmingham,kitchen fitters,Pure Perfection Bathrooms & Kitchens,,0121 468 9919,pureperfectionbathroomskitchen@gmail.com,https://pureperfectionbathroomskitchens.com/,,,,No reviews,Google Places,,New,,,"10 Woodmeadow Rd, King's Norton, Birmingham B30 3PB, UK",https://maps.google.com/?cid=8193897055119834805&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
Birmingham,builders,Town Builders Construction,,(205) 296-4725,,https://townbuildersconstruction.com/,,,,No reviews,Google Places,,New,,,"1 Mt Laurel Ave Suite 205, Birmingham, AL 35242, USA",https://maps.google.com/?cid=10075240201479064789&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
Birmingham,roofers,Birmingham Pro Roofing Solutions,,07868 781511,,https://www.birminghamproroofingsolutions.co.uk/,,,,No reviews,Google Places,,New,,,"1a Premier St, Nechells, Birmingham B7 5TQ, UK",https://maps.google.com/?cid=17735031412650224298&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
Birmingham,electricians,Assured Electricians Birmingham,,0121 820 0057,,https://assuredelectriciansbirmingham.co.uk/,,,,No reviews,Google Places,,New,,,"24-26 Regent Pl, Birmingham B1 3NJ, UK",https://maps.google.com/?cid=15737710256902604863&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
Birmingham,electricians,West Bromwich Electricians -Technical Electrical Solutions,,07939 090494,info@testeam.co.uk,http://www.testeam.co.uk/,,,,No reviews,Google Places,,New,,,"62 Arthur St, Birmingham B70 6NR, UK",https://maps.google.com/?cid=3791330207453120882&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
